age_bracket,gender_nonnumeric,category,amount,fraud,gender,beauty,fashion,food,health,home,hotels,leisure,other,restaurants,sports,tech,transport,travel
2,M,transport,17.23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,fashion,9.31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,F,transport,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,27.62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,1.34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,15.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,38.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,13.06,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,57.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,47.31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,37.45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,46.36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,beauty,134.63,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,M,transport,29.12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,19.55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,health,52.01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,F,transport,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,50.59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,17.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,47.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,14.64,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,39.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,19.61,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,4.26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,86.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,9.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,10.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,food,43.14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,F,transport,15.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,beauty,24.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,M,food,7.97,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,F,transport,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,35.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,15.31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,97.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,10.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,2.61,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,14.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,35.58,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,55.66,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,beauty,8.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,F,transport,32.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,19.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,25.55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,37.88,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,42.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,7.48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,40.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,28.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,32.83,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,health,195.29,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,M,beauty,29.14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,F,transport,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,20.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,39.61,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,2.74,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,26.15,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,27.18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,6.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,30.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,53.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,food,28.83,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,F,transport,22.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,38.43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,17.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,10.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,5.47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,33.32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,66.92,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,76.56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,33.45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,health,117.85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,F,transport,26.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,24.76,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,transport,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,17.91,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,13.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,beauty,28.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,M,transport,24.43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,19.57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,24.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,tech,163.57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,F,transport,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,fashion,77.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,M,transport,12.62,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,16.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,38.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,health,137.35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,F,transport,16.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,food,19.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,M,transport,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,25.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,20.84,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,13.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,12.74,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,59.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,26.69,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,23.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,8.95,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,4.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,41.57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,23.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,13.55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,2.24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,98.38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,23.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,48.13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,8.68,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,40.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,beauty,20.69,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,F,transport,13.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,26.95,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,10.44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,49.51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,7.19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,transport,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,29.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,beauty,41.66,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4,F,transport,28.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,59.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,21.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,6.62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,23.42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,transport,50.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,22.69,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,56.73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,23.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,32.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,49.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,1.56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,12.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,30.67,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,52.17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,35.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,35.89,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,14.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,44.92,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,5.09,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,transport,8.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,68.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,43.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,24.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,3.43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,13.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,food,4.38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,F,transport,48.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,health,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,M,transport,42.11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,4.73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,25.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,F,transport,34.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,39.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,15.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,47.63,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,48.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,11.35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,30.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,beauty,67.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,M,transport,3.52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,46.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,beauty,9.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,F,health,36.23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,M,transport,12.71,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,37.21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,61.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,32.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,27.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,22.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,44.42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,31.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,F,transport,17.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,hotels,99.62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,F,transport,28.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,32.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,43.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,47.12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,41.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,28.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,transport,46.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,23.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,55.76,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,16.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,21.31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,53.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,48.77,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,transport,38.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,29.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,18.64,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,45.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,43.86,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,37.13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,52.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,25.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,19.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,42.89,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,27.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,11.97,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,beauty,24.62,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,M,transport,6.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,18.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,transport,23.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,39.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,6.56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,56.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,F,transport,35.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,beauty,15.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,F,food,90.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,F,transport,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,19.28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,20.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,8.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,42.29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,food,18.87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,F,transport,15.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,health,7.83,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,F,transport,38.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,1.91,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,26.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,20.57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,27.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,9.45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,46.12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,health,130.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,M,transport,33.38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,beauty,56.97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,M,transport,2.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,34.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,47.01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,F,beauty,140.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,M,transport,17.63,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,11.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,8.26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,69.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,50.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,95.67,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,54.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,33.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,restaurants,36.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,M,transport,35.04,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,5.44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,fashion,37.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,M,food,31.79,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,F,transport,52.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,10.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,beauty,105.28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,M,transport,28.68,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,13.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,43.49,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,12.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,75.64,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,transport,29.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,27.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,60.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,hotels,146.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,M,transport,49.28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,53.55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,32.53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,21.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,25.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,49.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,31.77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,restaurants,40.74,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,F,transport,48.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,50.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,34.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,37.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,health,78.09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2,F,hotels,21.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,F,transport,17.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,22.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,food,13.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,F,transport,19.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,sports,136.13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4,M,transport,44.36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,22.79,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,24.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,19.22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,beauty,37.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,M,tech,255.04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,F,transport,17.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,31.59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,45.58,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,food,30.46,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,F,food,79.93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,F,beauty,96.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,M,transport,11.32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,59.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,46.31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,36.14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,35.67,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,29.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,35.23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,food,27.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,F,transport,53.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,57.17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,39.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,3.44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,1.27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,15.04,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,fashion,38.08,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3,F,transport,42.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,beauty,49.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,M,transport,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,23.81,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,beauty,2.39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,F,transport,47.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
