Variable01,Variable02,Variable03,Variable04,Variable05,Variable06,Variable07,Variable08,Variable09,Variable10,Variable11,Variable12,Variable13,Variable14,Variable15,Variable16,Variable17,Variable18,Variable19,Variable20,Variable21,Variable22,Variable23,Variable24,Variable25,Variable26,Variable27,Variable28,Amount,Class
1.86,-0.70,-1.95,-0.70,0.24,-0.94,0.42,-0.43,0.83,-0.25,-1.65,-0.08,-0.20,0.47,0.25,-0.17,-0.46,-0.51,0.85,0.07,-0.13,-0.55,-0.04,-0.87,-0.02,0.83,-0.13,-0.06,128.92,0
1.22,0.20,0.24,1.10,-0.06,-0.48,0.24,-0.16,-0.15,-0.08,-0.04,0.72,0.79,0.25,0.98,-0.29,-0.19,-0.63,-0.69,-0.02,0.09,0.28,-0.13,0.10,0.56,-0.29,0.02,0.03,56.24,0
1.84,-0.80,-0.67,-1.78,-0.34,0.32,-0.78,0.23,2.28,-1.04,0.18,1.19,0.67,-0.02,2.48,-1.11,0.37,-1.18,-0.73,-0.24,0.30,1.33,0.19,-1.06,-0.31,-0.06,0.08,-0.05,0.95,0
-1.30,1.27,1.54,0.20,0.26,0.61,0.06,0.62,-0.75,-0.38,-2.09,0.13,1.65,-0.61,-0.65,1.51,-1.09,0.19,-0.99,0.02,0.08,0.23,-0.54,-0.83,0.63,1.01,-0.05,0.04,2.78,0
-8.68,-10.75,2.88,1.95,9.42,-4.60,-7.35,1.59,1.32,0.01,0.09,0.47,-1.26,0.34,1.64,-1.03,1.17,-1.40,-2.51,2.34,1.02,0.30,1.87,-0.60,0.47,0.66,-0.04,0.29,0.01,0
1.11,-1.84,-2.38,0.32,0.89,1.25,0.54,0.06,1.38,-0.37,1.68,-1.92,1.12,2.54,-0.30,-0.60,0.81,-0.80,-0.79,0.72,0.30,0.08,-0.29,-0.88,-0.29,0.72,-0.20,-0.02,469.55,0
2.10,-0.73,-1.51,-0.30,-0.55,-1.26,0.02,-0.46,-0.58,0.91,-0.92,0.12,0.40,0.24,-0.19,-1.84,0.04,0.48,-0.56,-0.48,-0.45,-1.01,0.25,0.04,-0.22,0.50,-0.09,-0.05,56.48,0
-3.59,-1.36,-1.39,-2.55,-0.35,1.13,0.01,-0.31,2.40,-1.49,0.78,1.40,-0.77,0.54,0.78,-1.19,0.48,-0.98,0.75,-1.69,0.32,-0.64,-1.01,-1.54,-1.26,-1.46,-0.70,0.03,262.71,0
1.83,-0.07,-0.65,1.27,-0.27,-0.66,-0.11,-0.14,0.70,0.18,-0.91,0.35,-0.04,0.14,0.24,0.01,-0.50,-0.19,-0.52,-0.23,0.05,0.31,0.17,-0.04,-0.03,-0.63,0.04,-0.03,20.91,0
1.30,0.06,0.42,0.57,-0.43,-0.62,-0.15,0.05,0.34,-0.05,-0.33,-0.64,-1.69,0.61,1.44,0.11,-0.03,-0.70,-0.45,-0.28,-0.24,-0.71,0.18,0.01,0.08,0.13,-0.02,0.01,1.77,0
1.91,0.26,-1.99,1.02,0.84,-0.85,0.82,-0.35,-0.45,0.47,0.68,0.87,0.28,0.97,-0.49,-0.19,-0.78,0.08,-0.03,-0.19,0.17,0.55,-0.09,-0.47,0.45,-0.48,-0.04,-0.08,36.33,0
-1.05,0.84,1.30,-0.23,2.26,4.33,0.35,0.34,1.02,1.72,-0.04,-0.58,-0.08,-1.26,1.41,-0.26,-0.93,0.66,1.03,0.92,-0.35,0.00,-0.38,0.96,0.49,-0.29,0.09,-0.60,41.85,0
-0.19,0.70,0.54,-0.23,0.11,-0.05,0.41,0.08,0.34,-1.04,0.52,0.42,-0.04,-1.40,-0.36,0.44,0.17,1.44,0.34,-0.08,0.34,1.07,-0.18,-0.39,-0.74,-0.24,0.16,0.22,43.30,0
2.02,0.27,0.01,3.90,-0.16,0.16,-0.40,0.07,-0.32,1.46,-1.70,-0.52,-0.29,-0.07,-0.43,1.16,-0.96,0.23,-1.92,-0.31,0.29,0.92,0.06,-0.12,-0.06,0.17,0.00,-0.04,7.95,0
-0.41,1.10,1.44,0.10,0.01,-0.75,0.64,0.08,-0.29,-0.54,0.17,-0.24,-0.71,-0.25,1.13,0.03,0.47,-0.56,-0.56,0.04,-0.24,-0.59,0.07,0.33,-0.33,0.09,0.28,0.09,4.76,0
1.95,-0.65,-0.46,0.04,-0.73,-0.10,-0.80,0.14,1.33,-0.02,0.16,0.52,-0.89,0.13,-0.06,0.46,-0.83,0.89,0.32,-0.22,0.26,0.98,0.02,-0.45,-0.12,0.22,0.00,-0.06,23.16,0
1.22,-0.52,0.93,-0.70,-1.39,-0.61,-0.71,0.16,1.89,-1.12,-0.12,0.31,-1.20,0.12,1.76,-0.80,0.30,-0.21,0.08,-0.25,0.02,0.27,0.05,0.38,0.36,-0.70,0.09,0.03,0.90,0
-1.71,1.87,2.18,-0.87,1.03,-0.86,2.87,-2.38,2.98,5.18,1.30,-0.29,0.70,-2.78,1.22,-1.11,-1.66,-1.13,-0.41,2.27,-1.18,-0.41,-0.31,0.70,0.03,-0.20,-0.49,-1.62,9.85,0
-0.35,0.33,1.63,-0.59,0.18,-0.46,0.50,-0.25,0.65,-0.84,-1.15,0.43,0.83,-0.67,0.00,-0.09,-0.68,0.32,-0.34,0.04,0.32,1.14,-0.27,0.04,-0.22,-0.24,0.03,-0.05,17.53,0
-4.40,-3.81,-0.28,-3.92,-0.30,-1.42,0.13,-0.03,1.18,-0.79,0.42,1.05,0.60,-0.18,0.30,-0.92,-1.10,2.58,-0.71,-2.00,-0.47,0.55,0.81,-0.28,0.66,-0.95,-0.44,1.28,175.87,0
1.11,-0.18,1.03,0.35,-0.89,-0.55,-0.59,-0.03,1.92,-0.53,1.01,-2.79,0.64,1.85,0.87,0.14,0.73,-0.25,-0.81,-0.16,-0.01,0.14,0.04,0.36,0.05,0.97,-0.09,0.01,42.90,0
1.26,-0.81,1.09,-0.82,-1.23,-0.05,-1.31,0.20,-0.70,0.80,1.68,0.20,0.19,-0.19,0.70,1.23,0.17,-0.80,0.08,0.06,0.46,1.26,-0.06,0.28,0.28,-0.05,0.05,0.01,14.70,0
1.18,-1.06,1.91,-0.15,-1.93,0.39,-1.66,0.37,0.71,0.23,-0.62,-0.04,-0.30,-1.37,-1.20,0.20,1.32,-1.87,0.46,-0.03,0.17,0.86,-0.02,0.45,0.33,-0.04,0.09,0.02,5.70,0
0.95,-0.22,-0.26,1.17,-0.03,-0.39,0.45,-0.24,0.01,-0.07,-1.14,-0.04,0.25,0.35,0.90,0.31,-0.76,0.16,-0.11,0.27,0.09,-0.11,-0.39,-0.39,0.77,-0.30,-0.02,0.04,192.47,0
-2.04,1.91,-1.71,-0.12,0.68,-1.82,0.75,-0.32,0.93,-0.11,-0.25,-1.70,-2.18,-2.44,1.21,0.51,2.03,1.63,-0.38,-0.22,0.24,0.60,-0.41,-0.26,-0.56,-0.25,-1.08,0.10,1.09,0
-2.06,2.46,-1.21,-1.77,1.51,-1.13,2.49,-1.49,2.57,3.94,-0.30,-0.69,-0.88,-1.04,0.33,-1.42,-0.94,-0.62,-0.50,1.72,-0.31,0.74,-0.19,0.66,0.12,-0.05,0.52,-0.17,3.66,0
1.95,-0.19,-1.63,0.27,0.28,-0.96,0.34,-0.25,0.28,0.31,0.32,0.37,-1.16,0.82,-0.92,-0.22,-0.36,-0.10,0.60,-0.25,-0.01,0.06,0.01,-0.39,0.17,0.59,-0.11,-0.10,24.94,0
-1.91,-1.57,2.65,1.08,2.00,-0.46,-0.91,0.33,0.52,-0.30,-0.30,0.73,-0.40,-0.65,-1.85,-0.56,-0.28,0.86,0.77,0.50,0.43,1.04,-0.40,-0.29,1.08,-0.12,-0.11,-0.14,1.09,0
2.15,-0.44,-1.38,-0.05,0.18,0.01,-0.25,0.10,1.18,0.02,-0.26,0.02,-2.00,0.56,-0.94,-0.15,-0.49,0.53,0.82,-0.34,0.06,0.37,0.00,0.10,0.22,0.21,-0.04,-0.08,2.30,0
1.50,-0.83,0.96,-0.77,-1.10,0.07,-1.26,0.06,-0.24,0.59,-1.15,-0.51,1.22,-0.91,1.30,1.78,-0.46,-0.43,0.45,0.17,0.42,1.07,-0.23,-0.59,0.44,0.02,0.06,0.03,15.83,0
-3.50,2.09,1.92,0.11,-1.87,3.29,-2.27,-6.84,1.22,-0.27,0.43,1.91,-0.29,-0.76,-2.19,-0.67,1.19,-0.31,0.54,-2.25,7.42,-2.51,-0.11,0.02,0.20,0.47,0.77,0.04,244.34,0
1.83,-0.46,-0.40,-0.04,-0.56,-0.03,-0.70,0.20,1.14,-0.02,0.85,0.65,-1.00,0.35,0.17,0.41,-0.66,0.28,0.26,-0.27,-0.16,-0.36,0.41,0.63,-0.56,-0.35,0.00,-0.04,0.71,0
0.98,-0.13,0.24,1.00,-0.32,-0.30,0.08,0.09,-0.11,0.14,1.61,0.33,-1.34,0.83,0.65,-0.03,-0.26,0.01,-0.53,-0.06,0.16,0.23,-0.12,0.22,0.47,-0.34,0.00,0.02,96.36,0
-0.75,0.34,1.58,-0.23,-0.26,-0.73,0.64,0.07,0.24,-0.85,-1.32,-0.74,-1.94,0.11,-0.63,0.07,-0.13,-0.42,-0.31,-0.09,-0.18,-0.73,0.09,0.34,-0.21,0.12,0.02,0.11,63.61,0
-0.18,1.24,-1.09,-0.68,0.92,-0.50,0.77,0.30,-0.32,-1.18,-1.33,0.34,1.14,-0.96,-0.31,0.60,0.28,-0.10,-0.01,0.01,-0.30,-0.82,0.09,0.01,-0.31,0.16,0.09,0.02,13.01,0
-1.15,0.25,1.04,0.80,1.07,0.24,0.34,0.10,-0.60,0.20,0.73,0.28,-0.06,0.36,0.75,-0.09,-0.46,0.48,0.57,-0.30,0.16,0.73,0.13,-0.66,-0.12,-0.21,0.04,0.10,27.51,0
-1.46,-0.25,3.31,3.45,-0.98,1.46,-0.33,0.27,0.67,0.84,-1.55,0.15,0.35,-1.67,-1.00,-0.68,0.65,0.25,1.32,0.61,0.00,0.85,-0.19,0.54,0.35,0.59,0.46,0.07,170.28,0
1.14,-1.30,0.59,-0.60,-1.22,0.03,-1.09,0.03,-0.05,0.42,-1.33,-0.71,0.38,-0.77,0.48,1.40,0.01,-0.67,0.73,0.38,0.33,0.80,-0.35,-0.40,0.55,-0.01,0.02,0.04,138.72,0
-1.83,-0.98,1.66,1.15,1.61,-1.14,-0.08,-0.20,-0.63,0.65,1.17,0.13,-0.47,0.46,1.18,-0.27,-0.12,0.11,2.20,0.17,-0.43,-1.41,0.05,0.00,-0.23,0.20,-0.56,0.36,37.09,0
1.14,-1.18,0.04,-0.03,0.73,4.94,-1.93,1.23,0.35,0.50,-1.33,0.32,0.00,-1.03,-1.83,-1.71,0.14,1.38,-0.10,-0.41,-0.57,-0.90,-0.03,0.95,0.57,-0.33,0.13,0.04,39.64,0
2.00,-0.13,-2.02,0.49,0.47,-0.86,0.42,-0.31,0.53,0.15,-1.46,-0.37,-1.27,0.61,-0.27,-0.40,-0.16,-0.53,0.24,-0.23,-0.05,-0.08,0.05,0.46,0.23,0.36,-0.09,-0.06,28.65,0
1.28,-0.29,-0.85,-0.50,1.92,3.43,-0.68,0.83,0.15,-0.02,-0.13,0.03,0.11,0.25,1.30,0.75,-1.07,0.35,0.05,0.10,-0.02,-0.28,-0.07,1.10,0.53,0.38,-0.02,0.02,45.85,0
1.91,-0.39,-2.80,0.27,0.45,-1.99,1.16,-0.67,0.16,-0.05,-0.70,0.10,-0.46,1.06,0.00,-0.99,0.03,-0.68,0.08,0.06,0.35,0.95,-0.36,0.09,0.73,0.46,-0.14,-0.07,187.48,0
-1.15,0.95,1.62,-0.46,-0.39,-0.01,0.12,0.76,-0.30,-0.92,0.84,0.55,-1.29,0.45,-1.06,-0.03,0.15,-0.51,-0.38,-0.17,-0.18,-0.57,-0.12,0.20,0.22,0.24,0.12,0.05,1.82,0
-1.28,1.74,1.72,2.41,0.10,-0.14,0.49,0.38,-1.96,0.44,-0.95,-0.09,0.69,0.12,-0.51,1.37,-1.10,-0.25,-2.06,-0.31,0.09,-0.16,-0.04,0.38,-0.24,-0.33,-0.31,0.10,35.85,0
1.22,0.41,0.32,0.68,-0.34,-1.01,0.11,-0.24,-0.02,-0.27,-0.01,0.37,0.52,-0.32,1.09,0.47,-0.02,-0.34,-0.18,-0.06,-0.27,-0.76,0.13,0.35,0.22,0.10,-0.02,0.03,2.88,0
1.80,-0.48,-1.70,0.46,-0.20,-0.93,0.10,-0.12,1.00,-0.75,1.16,0.41,-1.50,-0.92,-0.65,0.24,0.92,0.69,0.32,-0.01,-0.12,-0.45,0.10,-0.06,-0.20,-0.12,-0.04,-0.01,139.19,0
2.10,-0.25,-1.35,0.15,-0.03,-0.83,-0.08,-0.07,0.78,0.24,0.13,-0.60,-2.62,1.21,0.36,0.27,-0.74,0.90,0.21,-0.35,0.26,0.66,-0.04,-0.53,0.21,-0.09,-0.04,-0.07,1.04,0
-1.83,0.75,0.85,-3.04,-0.20,0.35,-0.10,-3.22,0.95,-0.87,0.70,1.19,0.49,-0.35,-0.48,0.86,-1.28,0.56,-0.84,-0.95,2.87,-0.19,-0.19,-0.31,0.14,0.45,0.53,-0.13,147.37,0
-1.16,0.35,2.26,3.18,0.64,1.25,-0.36,0.44,-0.92,0.58,-0.12,0.72,1.11,-0.62,-0.75,0.05,-0.22,0.64,2.06,0.27,-0.13,-0.21,-0.26,-0.70,0.17,0.21,-0.01,0.17,40.25,0
1.84,-1.03,-0.09,-0.55,-1.79,-1.35,-0.90,-0.20,0.14,0.71,-0.10,-0.45,-0.40,-0.37,0.15,1.00,0.46,-1.32,0.10,-0.03,0.40,1.24,0.22,0.92,-0.30,-0.15,0.00,-0.04,40.39,0
-6.05,4.20,-0.65,-0.86,-1.03,1.60,-4.47,-11.02,1.14,0.64,-0.31,2.11,0.64,0.39,-0.37,-0.11,1.24,-1.12,-0.95,-3.63,12.43,-4.60,2.26,0.22,0.25,0.47,0.75,-0.19,3.80,0
1.13,0.22,0.62,0.58,-0.41,-0.70,0.02,-0.11,-0.04,-0.12,0.35,0.81,0.56,0.21,1.11,-0.10,-0.05,-1.09,-0.62,-0.12,-0.21,-0.49,0.18,0.40,0.12,0.10,-0.01,0.02,1.73,0
1.17,0.18,0.12,0.98,0.09,0.01,0.04,0.09,-0.23,0.15,1.08,0.61,-0.38,0.70,0.51,0.07,-0.53,0.05,-0.31,-0.13,0.09,0.24,-0.14,-0.27,0.60,-0.28,0.02,0.01,20.90,0
-0.89,0.64,1.55,-0.06,0.25,-0.37,0.40,0.20,-0.60,-0.06,1.80,0.74,-0.24,0.36,0.46,0.06,-0.28,-0.36,-0.10,0.00,-0.15,-0.33,0.36,0.19,-0.26,0.07,0.18,0.07,2.63,0
-1.01,0.86,-0.28,-1.34,2.77,3.55,0.46,0.72,-0.23,0.39,0.12,-0.23,-0.34,0.09,0.91,-0.71,-0.07,-0.80,1.04,0.40,-0.42,-0.96,-0.26,0.72,0.47,0.47,-0.08,-0.02,6.53,0
-0.80,0.58,0.94,-1.25,0.91,-0.21,1.19,-0.19,-0.10,-1.32,-1.80,0.33,1.19,-0.16,0.14,-0.17,-0.76,0.24,0.41,0.22,0.06,0.15,-0.44,-0.90,1.09,-0.33,0.02,0.05,80.58,0
-0.17,0.66,1.41,-0.98,0.82,0.26,0.82,-0.19,0.24,-0.79,-1.32,0.49,1.55,-0.53,0.58,0.40,-1.13,0.14,0.02,0.07,-0.14,-0.16,-0.16,0.08,-0.43,-0.68,0.02,-0.05,1.18,0
-0.45,0.77,-0.62,-0.46,-0.07,-0.79,0.88,0.37,-0.06,-1.78,0.82,0.44,-0.97,-1.07,-1.22,0.38,1.15,0.80,0.12,-0.05,-0.02,-0.27,0.23,-0.09,-0.30,-0.17,-0.10,0.01,121.52,0
0.36,-0.27,0.95,-2.29,-0.34,0.62,-0.58,0.26,-0.63,0.17,0.31,0.36,1.56,-0.88,-0.69,1.92,-0.69,-0.34,0.73,0.17,0.30,0.90,-0.02,0.13,-0.57,-0.38,0.07,0.01,15.45,0
-1.74,-1.77,2.00,-1.90,0.86,-0.49,-1.07,0.29,-0.30,-0.52,-2.12,-0.59,0.40,-1.02,-1.44,1.02,0.08,-1.44,0.53,0.53,0.06,-0.26,-0.03,-0.83,0.70,-0.29,-0.01,0.08,55.44,0
-1.02,0.85,2.33,3.32,-0.73,0.73,-0.46,0.80,-0.82,0.19,-1.80,-0.97,-1.21,0.20,0.68,0.19,0.35,0.55,1.04,0.11,0.02,-0.11,-0.09,0.00,0.03,0.25,-0.02,0.01,50.96,0
1.30,-0.47,0.49,-0.66,-1.03,-0.76,-0.49,-0.17,-0.90,0.50,0.40,-0.01,0.90,-0.22,0.87,0.67,0.56,-2.16,0.02,0.13,0.23,0.59,0.00,0.43,0.36,-0.22,0.02,0.02,34.38,0
-0.22,0.89,0.08,-0.91,0.60,-0.56,0.81,-0.01,-0.11,0.06,0.56,0.70,0.02,0.20,-1.11,0.11,-0.73,-0.27,0.23,0.10,-0.26,-0.53,0.03,-0.41,-0.41,0.16,0.37,0.13,2.55,0
1.15,0.18,1.08,1.74,-0.51,-0.15,-0.17,0.05,-0.54,0.49,1.13,1.38,0.49,-0.09,-1.30,0.47,-0.33,-0.57,-0.08,-0.05,-0.25,-0.58,0.11,0.56,0.14,0.76,-0.06,0.01,19.33,0
2.06,-0.43,-0.35,0.29,-0.47,0.05,-0.79,0.09,0.93,0.15,0.50,1.37,0.93,-0.25,-0.36,0.54,-0.88,0.45,0.10,-0.11,0.20,0.83,0.10,-0.41,-0.26,0.52,-0.02,-0.06,10.35,0
-0.82,1.01,1.33,0.87,-0.05,-0.66,0.77,-0.22,-0.36,0.09,-0.47,-0.23,-0.21,0.21,1.13,-0.13,-0.29,-0.07,0.50,-0.20,-0.10,-0.31,0.19,0.37,-0.56,-0.64,-0.17,0.16,31.72,0
1.11,0.02,1.18,1.24,-0.92,-0.12,-0.43,0.08,0.27,-0.08,0.26,0.98,1.07,-0.17,1.61,0.25,-0.36,-0.34,-1.28,-0.02,0.20,0.53,0.02,0.47,0.26,-0.35,0.08,0.05,49.50,0
-1.36,2.03,-0.94,-0.30,0.42,-1.43,0.85,-0.03,0.26,-0.17,-0.52,-0.01,0.38,-0.98,0.67,0.02,0.55,0.74,-0.14,0.06,0.31,1.09,-0.26,-0.09,-0.38,-0.24,-0.52,-0.17,8.47,0
1.86,0.02,-2.02,0.33,0.25,-1.11,0.12,-0.18,0.55,-0.27,0.97,0.08,-1.12,-0.30,0.32,0.51,0.08,1.29,-0.02,-0.20,0.24,0.75,-0.08,-0.47,0.24,-0.11,-0.02,-0.04,24.47,0
0.12,0.49,-0.31,-0.05,1.13,-1.44,0.95,-0.41,0.16,-0.78,-0.52,-0.83,-0.95,-1.02,0.88,-0.04,0.48,0.72,-0.24,0.01,0.30,0.91,-0.12,-0.11,-0.47,-0.16,-0.04,-0.08,22.83,0
-0.22,0.95,2.35,1.69,0.45,-0.19,0.72,-0.53,0.80,0.11,1.43,-1.92,2.64,1.07,1.21,-1.15,0.93,-0.45,0.82,0.21,-0.32,-0.24,0.14,0.31,-0.40,-0.47,-0.31,-0.41,10.89,0
-5.86,-6.15,1.74,0.60,2.03,-1.48,-0.63,-0.85,0.69,1.19,-0.09,-0.28,1.02,-2.08,0.13,0.60,0.41,-2.22,1.64,-3.21,-1.32,0.93,2.83,0.25,1.06,-0.08,0.47,-1.48,94.00,0
-0.84,1.01,1.00,-0.26,0.28,-0.17,0.33,0.45,-1.03,-0.67,0.53,0.80,0.79,0.56,0.10,0.76,-0.77,0.41,0.60,0.03,-0.10,-0.50,-0.07,-0.44,-0.16,0.08,-0.07,0.01,21.37,0
2.17,-0.04,-1.45,0.12,0.57,-0.36,0.15,-0.22,0.53,0.05,-1.38,0.40,0.69,0.13,0.09,0.13,-0.60,-0.59,0.44,-0.15,-0.36,-0.90,0.26,0.04,-0.17,0.23,-0.07,-0.07,0.88,0
2.01,-0.13,-1.27,0.26,0.35,-0.31,-0.10,-0.15,1.83,-0.09,0.82,-2.29,0.51,1.99,-1.12,0.38,-0.10,0.40,0.68,-0.28,-0.44,-1.11,0.20,-1.05,-0.27,0.19,-0.12,-0.10,12.83,0
-0.62,0.49,1.81,-0.18,-0.13,0.43,-0.21,0.48,-0.01,-0.16,1.04,0.30,-0.38,0.08,0.81,0.57,-0.65,0.58,-0.28,0.10,0.21,0.66,-0.04,-0.30,-0.78,0.32,0.38,0.24,7.53,0
-0.32,1.08,0.87,-0.35,0.62,0.02,0.61,0.12,-0.66,-0.33,0.48,0.45,0.63,-0.35,0.23,0.93,-0.66,0.66,0.60,0.17,-0.30,-0.73,-0.19,-0.92,-0.02,0.14,0.25,0.07,4.18,0
-1.12,0.23,1.83,-2.87,-0.05,0.61,0.08,-0.08,-0.38,0.28,0.05,-0.83,-0.47,-1.06,-1.51,1.71,-0.79,-0.26,-0.23,-0.02,0.49,1.06,-0.63,0.22,0.77,-0.16,-0.86,-0.20,20.76,0
1.38,-1.04,-1.00,0.24,0.48,1.93,-0.55,0.46,2.35,-0.49,1.56,-1.44,1.34,1.68,-0.69,-0.35,0.86,-0.96,-0.47,0.10,-0.36,-1.12,0.31,-0.96,-0.85,0.15,-0.07,-0.04,197.44,0
2.06,0.17,-2.04,0.26,0.79,-0.45,0.20,-0.21,0.51,-0.43,-0.93,0.22,0.54,-0.87,0.24,0.43,0.31,-0.27,0.19,-0.11,-0.36,-1.03,0.27,-0.06,-0.18,0.22,-0.06,-0.04,1.29,0
1.98,-0.11,-1.47,0.25,0.13,-0.84,0.12,-0.23,0.63,0.09,-1.38,-0.19,-0.57,0.41,0.17,0.12,-0.46,-0.57,0.42,-0.23,-0.32,-0.90,0.24,-0.74,-0.24,0.24,-0.07,-0.06,1.92,0
-1.52,-1.59,1.76,-2.56,0.52,-0.99,-1.18,0.22,-1.93,0.66,-0.08,-0.91,-0.37,-0.30,-1.27,0.05,-0.14,0.94,-0.27,-0.06,-0.03,-0.14,-0.19,-0.58,0.63,-0.13,-0.02,0.06,6.70,0
1.22,-1.73,-1.24,0.37,-0.68,0.26,-0.11,-0.04,1.10,-0.14,-1.55,-0.17,0.04,0.04,1.00,0.85,-0.87,0.34,-0.29,0.79,0.39,0.23,-0.23,0.09,-0.41,0.57,-0.11,0.02,432.00,0
-0.44,0.98,0.76,0.17,-0.31,-0.75,0.37,0.34,-0.62,-0.68,-0.10,0.38,0.16,0.52,0.84,-0.22,0.16,-0.71,-0.68,-0.21,0.20,0.51,0.06,0.45,-0.36,0.32,-0.10,-0.03,16.45,0
-0.31,1.07,-0.84,-0.65,0.44,-0.80,0.70,0.25,-0.34,-1.10,0.51,-0.01,-0.81,-0.21,-0.15,0.75,0.10,1.42,-0.20,-0.31,0.31,0.90,-0.28,-0.53,0.01,-0.18,-0.17,-0.03,44.52,0
-0.94,0.14,0.17,-0.88,2.22,-1.19,0.59,-0.05,-0.30,-1.30,-1.07,-0.28,-0.14,-0.95,-0.49,0.48,0.14,-0.11,-0.47,0.10,-0.24,-0.90,0.06,0.35,-0.14,0.07,0.02,0.16,2.18,0
-1.40,0.27,1.95,-1.88,-0.93,-0.68,-0.14,0.19,-0.93,0.15,-0.26,-1.64,-1.56,-0.01,0.69,1.09,0.48,-1.50,-0.42,-0.29,0.16,0.34,-0.01,0.38,0.23,-0.41,-0.61,-0.29,14.40,0
1.15,0.54,0.72,2.29,-0.11,-0.31,0.14,-0.02,-0.87,0.65,0.01,0.16,0.01,0.32,0.71,0.26,-0.22,-1.05,-1.31,-0.20,-0.13,-0.40,0.16,0.38,0.23,-0.20,0.00,0.03,6.98,0
2.14,-0.71,-1.49,-1.03,-0.31,-0.85,-0.37,-0.34,-0.97,1.03,0.99,0.56,1.32,-0.01,-0.51,1.17,-0.30,-0.77,0.78,0.06,0.48,1.43,-0.08,-0.23,0.26,0.06,-0.04,-0.07,16.05,0
1.27,0.32,0.44,0.82,-0.53,-1.29,0.05,-0.17,0.09,-0.29,0.13,0.05,-0.39,-0.17,1.11,0.42,0.14,-0.31,-0.31,-0.14,-0.29,-0.86,0.19,0.66,0.16,0.08,-0.03,0.03,1.74,0
0.55,-1.32,0.83,1.76,-1.13,0.47,-0.27,0.24,0.82,-0.16,0.23,0.42,-1.31,0.05,-0.90,0.24,-0.36,0.51,0.29,0.43,0.03,-0.49,-0.33,-0.01,0.29,-0.48,0.00,0.08,360.79,0
1.17,-0.04,1.02,1.24,-0.58,0.50,-0.61,0.21,0.81,-0.24,-0.74,0.85,0.76,-0.49,0.41,-0.14,-0.14,-0.51,-0.46,-0.10,-0.05,0.13,-0.03,-0.27,0.43,-0.39,0.09,0.03,9.89,0
-0.74,1.00,1.15,-0.65,0.50,-0.65,0.58,0.09,-0.42,-0.47,1.06,0.45,-0.24,-0.28,-0.22,0.98,-0.70,0.35,-0.57,-0.03,-0.27,-0.79,-0.15,-0.06,0.04,-0.05,0.09,0.05,1.86,0
-1.78,0.77,1.62,0.64,-0.42,1.55,-0.44,1.03,0.42,0.08,-0.38,-0.38,-1.55,0.17,0.31,0.11,-0.14,0.81,1.15,-0.12,-0.08,0.04,-0.24,-1.18,0.29,-0.24,-0.62,-0.44,56.49,0
-0.51,0.72,1.73,0.24,-0.26,0.62,-0.14,0.33,1.04,-0.16,2.48,-2.50,0.06,2.04,1.17,-0.74,1.31,0.02,1.04,0.11,-0.12,0.04,0.15,-0.30,-1.00,1.19,0.23,0.17,26.75,0
2.17,0.51,-3.74,0.59,1.41,-1.16,0.64,-0.31,0.31,-1.00,-0.87,-1.43,-2.00,-1.99,0.33,0.60,1.88,0.85,-0.10,-0.23,-0.12,-0.23,-0.10,-0.20,0.43,0.71,-0.09,-0.02,0.83,0
1.23,0.28,0.26,0.71,-0.24,-0.68,-0.03,-0.04,0.10,-0.31,0.07,0.05,-0.30,-0.15,1.48,0.23,0.31,-0.68,-0.51,-0.14,-0.26,-0.82,0.17,0.02,0.13,0.13,-0.01,0.02,0.92,0
0.60,0.38,0.69,0.80,-0.33,0.34,-0.29,0.16,0.75,0.00,-1.27,-0.61,-0.80,0.09,1.78,-0.82,0.44,0.81,2.82,0.12,0.33,1.27,0.07,0.67,-1.72,0.36,0.35,0.27,0.91,0
1.57,-2.02,-1.35,-0.33,-1.14,-0.66,-0.19,-0.36,0.08,0.46,-1.23,-0.03,0.49,-0.59,-1.44,0.06,0.75,-1.71,0.77,0.56,0.62,1.56,-0.38,0.14,0.38,0.26,-0.07,-0.02,294.00,0
-1.54,0.78,2.13,3.28,0.61,1.29,-1.30,-2.39,0.14,1.08,-2.05,0.28,0.91,-1.22,-0.76,-0.57,0.32,0.18,1.45,-0.68,2.45,-0.05,-0.34,-0.35,-0.21,0.42,0.23,-0.06,0.00,0
-0.29,0.61,-1.22,-1.62,3.64,3.38,0.42,0.82,-0.46,-1.18,0.08,-0.22,-0.48,-0.65,0.14,0.13,0.38,-0.29,-0.25,0.00,-0.21,-0.80,0.05,0.56,-0.64,0.13,0.14,0.18,0.93,0
-0.09,0.67,0.56,1.21,0.16,-0.76,0.56,-0.20,-0.43,0.23,-0.86,-0.66,-1.04,0.54,1.55,-1.18,0.77,-0.21,2.94,0.10,-0.19,-0.38,0.27,0.05,-0.98,0.60,0.05,0.16,1.35,0
-7.70,6.50,-2.92,-3.35,-1.75,-0.67,-0.61,1.37,4.67,7.05,0.70,1.36,1.15,-1.43,0.14,0.78,-1.24,0.02,-0.91,3.80,-0.84,-0.81,0.25,-0.82,1.36,0.80,1.91,0.88,0.86,0
1.38,0.43,0.29,0.62,0.07,-0.47,0.01,-0.29,1.22,-0.48,0.12,-2.11,2.89,1.50,0.27,0.44,-0.04,-0.10,-0.01,-0.06,-0.46,-1.09,0.04,-0.47,0.35,0.12,-0.05,0.01,1.78,0
